County, Sex, Xiang, D001, D002, D003, D004, D005, D006, D007, D008, D009, D010, D011, D012, D013, D014, D015, D016, D017, D018, D019, D020, D021, D022, D023, D024, D025, D026, D027, D028, D029, D030, D031, D032, D033, D034, D035, D036, D037, D038, D039, D040, D041, D042, D043, D044, D045, D046, D047, D048, D049, D050, D051, D052, D053, D054, D055, D056, D057, D058, D059, D060, D061, D062, D063, D064, D065, D066, D067, D068, D069, D070, D071, D072, D073, D074, D075, D076, D077, D078, D079, D080, D081, D082, D083, D084, D085, D086, D087, D088, D089, D090, D091, D092, D093, D094, D095, D096, D097, D098, D099, D100, D101, D102, D103, D104, D105, D106, D107, D108, D109, D110, D111, D112, D113, D114, D115, D116, D117, D118, D119, D120, D121, D122, D123, D124, D125, D126, D127, D128, D129, D130, D131, D132, D133, D134, D135, D136, D137, D138, D139, D140, D141, D142, D143, D144, D145, D146, D147, D148, D149, D150, D151, D152, D153, D154, D155, D156, D157, D158, D159, D160, D161, G001, G002, G003, G004, G005, 
RA,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
RA,F,3,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
RA,T,1,2166  ,49.2  ,67.6  ,359   ,20.6  ,12.5  ,  0.4 , 12.0 ,66.1  , 19.3 ,  49  ,  68  ,31.7  ,129.2 ,2.4   , 0.7  ,12.3  , 523  ,34.3  ,2.28  ,3516  ,529   , 3.9  , 8.81 ,4.05  , 17.4 , 9.20 ,1365  , 42.2 ,1407  , 96.7 ,  3.3 ,65.0  , 2.7  , 96.6 ,  3.4 , 56.0 ,  1.0 ,256.0 , 686.3,137.2 ,177.6 ,  7.0 , 23.6 ,  5.5 , 0.0  ,  0.0 , 1.0  , 20.9 , 20.9 ,  0.0 ,  0.0 ,20.3  , 0.4  , 20.7 , 0.6  ,12.1  , 1.4  ,26.7  , 0.0  , 0.0  , 0.2  , 3.45 , 4.03 , 7.26 , 1.27 ,11.96 , 2.58 , 1.59 , 2.87 , 5.75 , 3.25 , 0.97 ,2.24  , 3.24 , 3.64 , 2.95 , 2.34 , 0.87 , 2.28 , 3.37 ,19.29 ,13.92 ,15.38 , 39.7 ,0.81  , 38.3 , 30.5 , 30.4 ,1.10  ,1.45  ,0.88  ,12.98 ,18.53 ,  1.9 , 28.5 , 36.8 , 0.49 ,  1.7 ,  8.9 , 0.90 , 52.6 , 2.23 , 0.38 ,  0.5 ,  0.6 , 0.53 ,10.16 ,0.70  , 43.1 , 60.8 , 60.6 , 4.61 ,18.27 ,12.96 , 0.88 ,23.89 , 55.4 ,252.3 , 17.5 , 0.49 , 18.2 ,  0.5 , 24.1 ,   8  ,  0.5 , 1.16 , 0.49 ,  0.5 ,0.001 ,0.003 ,0.009 ,0.002 ,0.066 ,0.004 ,0.682 ,0.001 ,0.001 ,0.001 ,20.25 , 1.29 ,0.044 ,0.134 ,0.134 , 9.06 ,36.28 ,28.44 , 1.94 ,0.039 ,0.095 ,0.534 ,0.018 ,0.0010,0.019 ,0.001 ,0.058 ,0.019 ,0.001 ,0.002 ,0.001 ,0.001 ,.     ,.     ,.     ,.     ,.     ,
RA,T,2,2153  ,40.3  ,53.5  ,389   ,16.5  ,10.0  ,  0.3 ,  9.7 ,72.7  , 18.6 ,  79  ,  97  ,19.1  ,121.2 ,2.2   , 0.7  ,13.4  , 347  ,26.4  ,1.73  ,2932  ,429   , 5.3  , 5.91 ,2.63  , 18.0 , 9.46 ,1339  , 32.3 ,1371  , 97.7 ,  2.3 ,51.6  , 1.9  , 96.8 ,  3.2 ,217.8 ,  5.5 ,169.3 , 627.5, 44.6 ,229.4 ,  6.6 , 21.6 ,  0.0 , 0.0  ,  0.0 , 0.0  , 18.3 , 18.3 ,  0.0 ,  0.0 ,14.0  , 0.0  , 14.0 , 4.3  , 8.3  , 1.4  ,19.1  , 0.0  , 0.0  , 2.8  , 2.70 , 3.01 , 5.49 , 1.07 , 9.32 , 1.97 , 1.10 , 2.24 , 4.18 , 2.16 , 0.85 ,1.92  , 2.52 , 2.63 , 2.14 , 1.68 , 0.75 , 1.97 , 2.67 ,16.38 ,10.30 ,12.88 , 27.4 ,0.72  , 39.6 , 28.3 , 30.7 ,1.09  ,1.65  ,0.57  , 9.65 ,15.77 ,  1.6 , 26.7 , 38.3 , 0.40 ,  1.9 , 10.2 , 0.40 , 57.4 , 2.71 , 0.34 ,  0.4 ,  0.5 , 0.59 , 8.65 ,0.57  , 49.7 , 41.9 , 41.9 , 3.71 ,15.58 , 9.63 , 0.57 ,15.79 , 40.6 ,190.8 , 20.1 , 0.40 , 20.1 ,  0.4 , 10.3 ,   0  ,  0.4 , 0.40 , 0.40 ,  0.4 ,0.001 ,0.007 ,0.015 ,0.001 ,0.095 ,0.010 ,0.735 ,0.001 ,0.001 ,0.002 ,21.03 , 1.19 ,0.072 ,0.109 ,0.109 , 8.52 ,37.81 ,26.63 , 1.56 ,0.034 ,0.082 ,0.496 ,0.029 ,0.0010,0.029 ,0.001 ,0.036 ,0.001 ,0.001 ,0.001 ,0.001 ,0.001 ,.     ,.     ,.     ,.     ,.     ,
RA,T,3,2160  ,44.8  ,60.5  ,374   ,18.6  ,11.3  ,  0.4 , 10.8 ,69.4  , 19.0 ,  64  ,  83  ,25.4  ,125.2 ,2.3   , 0.7  ,12.9  , 435  ,30.3  ,2.00  ,3224  ,479   , 4.6  , 7.36 ,3.34  , 17.7 , 9.33 ,1352  , 37.3 ,1389  , 97.2 ,  2.8 ,58.3  , 2.3  , 96.7 ,  3.3 ,136.9 ,  3.3 ,212.7 , 656.9, 90.9 ,203.5 ,  6.8 , 22.6 ,  2.8 , 0.0  ,  0.0 , 0.5  , 19.6 , 19.6 ,  0.0 ,  0.0 ,17.2  , 0.2  , 17.4 , 2.4  ,10.2  , 1.4  ,22.9  , 0.0  , 0.0  , 1.5  , 3.08 , 3.52 , 6.38 , 1.17 ,10.64 , 2.27 , 1.35 , 2.56 , 4.96 , 2.71 , 0.91 ,2.08  , 2.88 , 3.14 , 2.55 , 2.01 , 0.81 , 2.13 , 3.02 ,17.84 ,12.11 ,14.13 , 33.6 ,0.77  , 39.0 , 29.4 , 30.6 ,1.10  ,1.55  ,0.72  ,11.32 ,17.15 ,  1.8 , 27.6 , 37.5 , 0.45 ,  1.8 ,   9.6,  0.65,  55.0, 2.47 , 0.36 ,  0.5 ,   0.6, 0.56 , 9.41 ,0.64  , 46.4 , 51.4 , 51.3 , 4.16 ,16.93 ,11.30 , 0.72 ,19.84 , 48.0 ,221.6 , 18.8 , 0.45 , 19.2 ,  0.5 , 17.2 ,   4  ,  0.5 , 0.78 , 0.45 ,  0.5 ,0.001 ,0.005 ,0.012 ,0.002 ,0.081 ,0.007 ,0.709 ,0.001 ,0.001 ,0.002 ,20.64 , 1.24 ,0.058 ,0.122 ,0.122 , 8.79 ,37.05 ,27.54 , 1.75 ,0.037 ,0.089 ,0.515 ,0.024 ,0.0010,0.024 ,0.001 ,0.047 ,0.010 ,0.001 ,0.002 ,0.001 ,0.001 ,26.3  ,104.0 ,1200  ,2     ,5     ,
SA,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
SA,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
SA,M,3,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
SA,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
SA,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
SA,F,3,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
SA,T,1,3159  ,89.7  ,62.2  ,513   ,25.1  , 7.6  ,  0.6 ,  7.0 ,65.7  ,150.2 , 724  , 875  ,46.6  ,134.7 ,1.5   , 0.7  ,18.1  , 649  ,51.3  ,2.30  ,2065  ,521   , 9.6  ,10.57 ,5.22  , 32.2 ,14.32 ,1327  , 59.1 ,1386  , 95.5 ,  4.5 ,56.6  , 5.6  , 91.9 ,  8.1 ,551.9 , 40.0 ,  0.0 ,  83.1, 54.5 ,359.1 ,124.2 , 26.8 ,  0.0 , 0.6  ,  0.0 , 0.9  , 54.1 , 54.1 ,  0.0 ,  0.0 , 4.1  ,40.8  , 44.9 , 4.4  ,13.6  ,14.8  ,11.8  , 0.0  , 0.0  ,13.2  , 3.78 , 5.25 , 6.47 , 1.39 ,13.20 , 3.03 , 1.64 , 2.93 , 5.63 , 3.19 , 1.42 ,2.82  , 3.46 , 3.51 , 3.32 , 2.49 , 1.08 , 2.66 , 3.71 ,30.56 ,34.14 ,22.82 , 60.3 ,0.59  , 32.5 , 41.7 , 23.8 ,2.01  ,0.99  ,3.73  ,30.20 ,29.09 ,  4.6 , 37.0 , 31.0 , 0.90 ,  0.9 , 29.3 , 1.15 ,147.2 , 0.90 , 0.56 ,  0.9 ,  4.1 , 2.13 ,15.43 ,1.46  ,143.8 , 14.3 , 14.1 , 6.05 ,28.65 ,30.13 , 3.73 ,33.95 ,292.9 ,147.1 , 58.7 , 0.90 , 70.6 ,  0.9 ,260.9 , 289  ,  0.9 , 1.49 , 0.90 ,  1.1 ,0.001 ,0.001 ,0.021 ,0.001 ,0.109 ,0.001 ,0.492 ,0.001 ,0.006 ,0.003 ,16.57 , 1.46 ,0.103 ,0.018 ,0.018 , 5.93 ,30.50 ,36.91 , 4.60 ,0.024 ,0.299 ,0.156 ,0.042 ,0.0010,0.056 ,0.001 ,0.326 ,0.366 ,0.001 ,0.002 ,0.001 ,0.001 ,.     ,.     ,.     ,.     ,.     ,
SA,T,2,2972  ,65.9  ,53.9  ,538   ,18.8  , 7.4  ,  0.6 ,  6.8 ,73.5  , 38.7 , 766  , 805  ,27.2  ,145.6 ,1.3   , 0.6  ,14.2  , 661  ,49.9  ,1.78  ,1873  ,499   , 9.9  , 9.41 ,4.73  , 25.0 ,14.12 ,1400  , 49.8 ,1450  , 96.3 ,  3.7 ,49.7  , 4.1  , 92.4 ,  7.6 ,592.0 , 31.8 ,  0.0 ,  97.5,  6.4 ,490.4 , 85.7 , 30.2 ,  1.7 , 0.6  ,  0.0 , 0.4  , 41.1 , 41.1 ,  0.0 ,  0.0 , 8.3  ,23.4  , 31.7 , 5.4  ,11.9  ,21.0  ,10.1  , 0.0  , 0.0  , 2.4  , 3.48 , 4.70 , 5.63 , 1.33 ,11.92 , 2.69 , 1.42 , 2.55 , 4.97 , 2.63 , 1.37 ,2.70  , 3.07 , 3.11 , 2.94 , 2.19 , 0.99 , 2.38 , 3.36 ,23.97 ,22.04 ,18.37 , 43.6 ,0.56  , 35.0 , 36.6 , 26.7 ,1.58  ,1.21  ,2.25  ,19.65 ,22.88 ,  3.7 , 32.7 , 33.6 , 0.66 ,  0.8 , 19.8 , 0.79 ,100.9 , 0.66 , 0.48 ,  4.9 ,  3.3 , 2.18 ,12.42 ,1.06  , 98.7 , 31.3 , 29.3 , 4.98 ,22.55 ,19.61 , 2.24 ,20.12 ,167.7 ,157.7 , 39.9 , 0.66 , 41.0 ,  1.9 ,150.8 , 166  ,  0.7 , 0.97 , 0.66 ,  0.7 ,0.001 ,0.001 ,0.017 ,0.001 ,0.089 ,0.001 ,0.638 ,0.020 ,0.014 ,0.010 ,19.01 , 1.28 ,0.087 ,0.060 ,0.051 , 6.42 ,33.20 ,32.67 , 3.73 ,0.017 ,0.215 ,0.203 ,0.034 ,0.0010,0.039 ,0.002 ,0.212 ,0.239 ,0.001 ,0.002 ,0.001 ,0.001 ,.     ,.     ,.     ,.     ,.     ,
SA,T,3,3066  ,77.8  ,58.1  ,526   ,22.0  , 7.5  ,  0.6 ,  6.9 ,69.6  , 94.5 , 745  , 840  ,36.9  ,140.2 ,1.4   , 0.7  ,16.2  , 655  ,50.6  ,2.04  ,1969  ,510   , 9.8  , 9.99 ,4.98  , 28.6 ,14.22 ,1364  , 54.5 ,1418  , 95.9 ,  4.1 ,53.2  , 4.8  , 92.2 ,  7.8 ,572.0 , 35.9 ,  0.0 ,  90.3, 30.4 ,424.8 ,105.0 , 28.5 ,  0.8 , 0.6  ,  0.0 , 0.7  , 47.6 , 47.6 ,  0.0 ,  0.0 , 6.2  ,32.1  , 38.3 , 4.9  ,12.8  ,17.9  ,11.0  , 0.0  , 0.0  , 7.8  , 3.63 , 4.98 , 6.05 , 1.36 ,12.56 , 2.86 , 1.53 , 2.74 , 5.30 , 2.91 , 1.40 ,2.76  , 3.27 , 3.31 , 3.13 , 2.34 , 1.04 , 2.52 , 3.54 ,27.27 ,28.09 ,20.60 , 52.0 ,0.58  , 33.8 , 39.2 , 25.3 ,1.79  ,1.10  ,2.99  ,24.93 ,25.98 ,  4.2 , 34.9 , 32.3 , 0.78 ,  0.9 ,  24.6,  0.97, 124.0, 0.78 , 0.52 ,  2.9 ,   3.7, 2.16 ,13.93 ,1.26  ,121.3 , 22.8 , 21.7 , 5.52 ,25.60 ,24.87 , 2.99 ,27.04 ,230.3 ,152.4 , 49.3 , 0.78 , 55.8 ,  1.4 ,205.8 , 228  ,  0.8 , 1.23 , 0.78 ,  0.9 ,0.001 ,0.001 ,0.019 ,0.001 ,0.099 ,0.001 ,0.565 ,0.011 ,0.010 ,0.007 ,17.79 , 1.37 ,0.095 ,0.039 ,0.034 , 6.17 ,31.85 ,34.79 , 4.17 ,0.021 ,0.257 ,0.180 ,0.038 ,0.0010,0.048 ,0.002 ,0.269 ,0.302 ,0.001 ,0.002 ,0.001 ,0.001 ,30.8  ,103.7 , 750  ,1     ,4     ,
SB,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
SB,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
SB,M,3,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
